passID,timestamp,stationRef,vehicleRef,charge,t,v,hn,p,status
DZH0114567,8/1/2019 23:17,AO06,OC94ASJ72024,1,AO06,OC94ASJ72024,AO,home,unpaid
WJX5646477,9/1/2019 00:43,EG02,EC02LZC49528,2.8,EG02,EC02LZC49528,EG,home,unpaid
GTQ0716183,9/1/2019 00:52,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
DIM4006595,9/1/2019 01:58,OO02,IC95TLY24827,2,OO02,IC95TLY24827,OO,home,unpaid
FMX7447301,9/1/2019 02:01,KO08,ED51EWW52190,2.8,KO08,ED51EWW52190,KO,home,unpaid
CCT1120986,9/1/2019 02:12,KO09,ED51EWW52190,2.8,KO09,ED51EWW52190,KO,home,unpaid
UBU3174102,9/1/2019 03:38,OO01,IC95TLY24827,2,OO01,IC95TLY24827,OO,home,unpaid
PEJ6840364,9/1/2019 04:16,AO06,PE73VJU23485,2.8,AO06,PE73VJU23485,AO,home,unpaid
POM1873220,9/1/2019 04:31,EG08,XE59BZM26378,2.5,EG08,XE59BZM26378,EG,home,unpaid
UNO6659001,9/1/2019 05:10,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
JIK3844618,9/1/2019 06:34,EG02,EC02LZC49528,2.8,EG02,EC02LZC49528,EG,home,unpaid
KLN6484024,9/1/2019 07:14,KO01,QO77TFN61853,2.2,KO01,QO77TFN61853,KO,home,unpaid
ZHC1977550,9/1/2019 07:37,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
FKV7904848,9/1/2019 07:52,EG05,JD78PQD35395,1,EG05,JD78PQD35395,EG,home,unpaid
NFI8367808,9/1/2019 07:57,KO00,IX01MVL33676,2.5,KO00,IX01MVL33676,KO,home,unpaid
LFH0315629,9/1/2019 08:05,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
XKS4664614,9/1/2019 08:19,NE07,VX68BAR38623,1.5,NE07,VX68BAR38623,NE,home,unpaid
UMF7695471,9/1/2019 08:36,EG04,CM15YCB60994,2,EG04,CM15YCB60994,EG,home,unpaid
SJT4290133,9/1/2019 08:45,KO05,QW79CHL42244,2.8,KO05,QW79CHL42244,KO,home,unpaid
ZQV5105168,9/1/2019 09:47,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home,unpaid
WIU6615713,9/1/2019 09:48,NE11,XF28DGK65250,1,NE11,XF28DGK65250,GF,away,unpaid
FBN9889844,9/1/2019 09:59,KO08,QO77TFN61853,2.2,KO08,QO77TFN61853,KO,home,unpaid
FBN6685344,9/1/2019 10:39,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home,unpaid
DBF9508600,9/1/2019 11:20,NE07,WY00MLL63827,2,NE07,WY00MLL63827,KO,away,unpaid
YYN5607187,9/1/2019 13:44,MR02,UA13YTK28483,2.8,MR02,UA13YTK28483,MR,home,unpaid
KJW8914761,9/1/2019 13:49,MR07,EZ65FLV39493,2.8,MR07,EZ65FLV39493,MR,home,unpaid
HKH2373332,9/1/2019 15:03,OO06,AT19HLV57173,2.8,OO06,AT19HLV57173,OO,home,unpaid
BYG4248451,9/1/2019 15:41,OO01,JF94VYA88954,2.8,OO01,JF94VYA88954,OO,home,unpaid
FNP4393498,9/1/2019 20:59,MR06,EC02LZC49528,2.5,MR06,EC02LZC49528,EG,away,unpaid
JKT6128724,9/1/2019 21:17,EG12,QU94IGC75528,1.25,EG12,QU94IGC75528,EG,home,unpaid
EGL5422048,9/1/2019 22:18,OO13,IC95TLY24827,2,OO13,IC95TLY24827,OO,home,unpaid
LRM3194355,9/1/2019 22:30,EG10,EC02LZC49528,2.8,EG10,EC02LZC49528,EG,home,unpaid
ORT5368959,9/1/2019 22:42,OO13,YX66XYW62640,2.5,OO13,YX66XYW62640,GF,away,unpaid
CZL7820317,9/1/2019 23:32,OO09,QR03XCJ37459,2.8,OO09,QR03XCJ37459,OO,home,unpaid
HZU4853745,9/1/2019 23:33,MR00,UA13YTK28483,2.8,MR00,UA13YTK28483,MR,home,unpaid
CYJ1240238,10/1/2019 00:17,EG00,DW44ZOO26361,2.5,EG00,DW44ZOO26361,EG,home,unpaid
FOM5485924,10/1/2019 03:24,KO07,KB55KTM48860,2.5,KO07,KB55KTM48860,KO,home,unpaid
FHO5663132,10/1/2019 04:51,OO01,AT19HLV57173,2.8,OO01,AT19HLV57173,OO,home,unpaid
OMN5141808,10/1/2019 05:42,OO06,RK48BOP88344,2.8,OO06,RK48BOP88344,OO,home,unpaid
YMO5978142,10/1/2019 06:12,MR08,KF48RSD79865,2.8,MR08,KF48RSD79865,MR,home,unpaid
QJP5702056,10/1/2019 06:24,KO01,KB55KTM48860,2.5,KO01,KB55KTM48860,KO,home,unpaid
TOH4508765,10/1/2019 06:28,AO19,CR31GMR97972,2.8,AO19,CR31GMR97972,EG,away,unpaid
VNK5211146,10/1/2019 07:06,EG01,TE24LCO18661,1.25,EG01,TE24LCO18661,EG,home,unpaid
RNX5573794,10/1/2019 09:47,AO08,QW79CHL42244,2.8,AO08,QW79CHL42244,KO,away,unpaid
VXO5341372,10/1/2019 09:57,NE00,NY14GZR94632,2.8,NE00,NY14GZR94632,NE,home,unpaid
RCB0419705,10/1/2019 10:50,AO02,BZ76ROL87339,2.8,AO02,BZ76ROL87339,AO,home,unpaid
XFL2376961,10/1/2019 11:31,NE03,RR73DWB65452,2.8,NE03,RR73DWB65452,AO,away,unpaid
NDO5553932,10/1/2019 13:16,EG06,EC02LZC49528,2.8,EG06,EC02LZC49528,EG,home,unpaid
XXG1012689,10/1/2019 14:13,KO04,KB55KTM48860,2.5,KO04,KB55KTM48860,KO,home,unpaid
BUE8856354,10/1/2019 14:38,MR03,KF48RSD79865,2.8,MR03,KF48RSD79865,MR,home,unpaid
HOM4753925,10/1/2019 15:28,KO01,ED51EWW52190,2.8,KO01,ED51EWW52190,KO,home,unpaid
SEK9690966,10/1/2019 17:38,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
PBQ8194472,10/1/2019 18:06,KO00,MQ65WJJ60020,1.25,KO00,MQ65WJJ60020,KO,home,unpaid
RSL4446153,10/1/2019 18:22,OO01,AT19HLV57173,2.8,OO01,AT19HLV57173,OO,home,unpaid
ZLJ6963762,10/1/2019 20:52,KO02,MQ65WJJ60020,1.25,KO02,MQ65WJJ60020,KO,home,unpaid
RWG6921523,10/1/2019 20:58,AO10,LG64ARC91224,13,AO10,LG64ARC91224,AO,home,unpaid
ODH4025527,10/1/2019 21:25,EG12,QU94IGC75528,1.25,EG12,QU94IGC75528,EG,home,unpaid
LRO6012832,10/1/2019 22:33,MR07,MX39VOS38645,1.5,MR07,MX39VOS38645,AO,away,unpaid
OWN2040268,10/1/2019 22:51,AO10,BZ76ROL87339,1,AO10,BZ76ROL87339,AO,home,unpaid
INB9199595,11/1/2019 00:02,NE03,PM58XHX45588,1.5,NE03,PM58XHX45588,NE,home,unpaid
EVM7404972,11/1/2019 00:03,AO09,OC94ASJ72024,1,AO09,OC94ASJ72024,AO,home,unpaid
TVQ0671376,11/1/2019 00:55,KO05,IX01MVL33676,2.5,KO05,IX01MVL33676,KO,home,unpaid
LFV5670084,11/1/2019 01:15,MR06,KF48RSD79865,2.8,MR06,KF48RSD79865,MR,home,unpaid
RFX1371677,11/1/2019 01:41,OO03,WG11QVY31890,1,OO03,WG11QVY31890,OO,home,unpaid
UTL3484031,11/1/2019 02:11,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
NXL2041620,11/1/2019 02:30,MR03,QO68DIC93032,2.5,MR03,QO68DIC93032,MR,home,unpaid
ZNJ1049151,11/1/2019 02:37,MR04,IZ65WAT29135,1.25,MR04,IZ65WAT29135,MR,home,unpaid
WOX8452591,11/1/2019 02:42,AO18,SY96JDQ97089,1.5,AO18,SY96JDQ97089,AO,home,unpaid
CDB3019504,11/1/2019 02:47,MR01,MX39VOS38645,1,MR01,MX39VOS38645,AO,away,unpaid
KVZ2606955,11/1/2019 03:04,NE00,PM58XHX45588,1.5,NE00,PM58XHX45588,NE,home,unpaid
GYR4605539,11/1/2019 03:33,EG01,QU94IGC75528,1.25,EG01,QU94IGC75528,EG,home,unpaid
LQE3984015,11/1/2019 03:35,OO05,XV40HUQ04740,1,OO05,XV40HUQ04740,OO,home,unpaid
KHP0306935,11/1/2019 04:09,NE07,FY47TUN40300,1,NE07,FY47TUN40300,NE,home,unpaid
PTS5311062,11/1/2019 05:36,OO06,RK48BOP88344,2.8,OO06,RK48BOP88344,OO,home,unpaid
FUI7993951,11/1/2019 06:09,KO02,IX01MVL33676,2.5,KO02,IX01MVL33676,KO,home,unpaid
FFQ7677778,11/1/2019 06:17,EG03,NZ35XLQ89678,3.1,EG03,NZ35XLQ89678,NE,away,unpaid
OBK1343175,11/1/2019 06:21,NE12,EG95RTB75032,2.8,NE12,EG95RTB75032,NE,home,unpaid
VPC7691320,11/1/2019 06:41,GF00,QN12NTR81378,2.8,GF00,QN12NTR81378,GF,home,unpaid
KRB0046906,11/1/2019 07:00,MR08,KF48RSD79865,2.8,MR08,KF48RSD79865,MR,home,unpaid
CFH4027363,11/1/2019 07:24,MR05,DV04FQL29609,1,MR05,DV04FQL29609,AO,away,unpaid
KYL4062666,11/1/2019 07:40,NE01,UP28MBM38391,1,NE01,UP28MBM38391,NE,home,unpaid
FRY5107918,11/1/2019 08:32,MR08,IZ65WAT29135,2,MR08,IZ65WAT29135,MR,home,unpaid
KHF6369943,11/1/2019 08:37,EG07,TV81MAQ99005,2.8,EG07,TV81MAQ99005,EG,home,unpaid
OHA0886547,11/1/2019 08:42,OO03,EE22TMX10817,2,OO03,EE22TMX10817,OO,home,unpaid
FAN1603090,11/1/2019 09:10,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home,unpaid
MAE2734230,11/1/2019 09:21,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
VAP1319169,11/1/2019 09:44,KO08,IX01MVL33676,2.5,KO08,IX01MVL33676,KO,home,unpaid
HEQ9650767,11/1/2019 11:18,OO06,QR03XCJ37459,2.8,OO06,QR03XCJ37459,OO,home,unpaid
JYK8853857,11/1/2019 12:54,AO13,VX68BAR38623,2.8,AO13,VX68BAR38623,NE,away,unpaid
AYH1207558,11/1/2019 13:40,AO00,DV04FQL29609,3.1,AO00,DV04FQL29609,AO,home,unpaid
CLW1884630,11/1/2019 13:58,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
NBJ7274983,11/1/2019 14:22,AO10,YH66OKD41942,2.8,AO10,YH66OKD41942,KO,away,unpaid
NAY5893770,11/1/2019 15:08,NE04,JV67MTI17124,2.5,NE04,JV67MTI17124,NE,home,unpaid
MID9503142,11/1/2019 16:05,NE13,EG95RTB75032,2.8,NE13,EG95RTB75032,NE,home,unpaid
CXP3169780,11/1/2019 16:34,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
SGD5418817,11/1/2019 17:14,EG06,TZ48CCW54765,3.1,EG06,TZ48CCW54765,EG,home,unpaid
MBM8077350,11/1/2019 17:24,KO07,KB55KTM48860,2.5,KO07,KB55KTM48860,KO,home,unpaid
GBN7975968,11/1/2019 18:16,KO09,IX01MVL33676,2.5,KO09,IX01MVL33676,KO,home,unpaid
CLL1393211,11/1/2019 21:16,NE11,UP28MBM38391,1,NE11,UP28MBM38391,NE,home,unpaid
VRE3149856,11/1/2019 21:59,AO03,DV04FQL29609,3.1,AO03,DV04FQL29609,AO,home,unpaid
OXV6474062,11/1/2019 22:45,KO03,ED51EWW52190,2.8,KO03,ED51EWW52190,KO,home,unpaid
ITM6027560,11/1/2019 23:07,MR07,EZ65FLV39493,2.8,MR07,EZ65FLV39493,MR,home,unpaid
SNL6848703,11/1/2019 23:25,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
WIE3219672,12/1/2019 00:48,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
CGW0740748,12/1/2019 01:03,OO02,QX75YWC61835,2.5,OO02,QX75YWC61835,OO,home,unpaid
GLR4345977,12/1/2019 01:24,MR00,QO68DIC93032,2.5,MR00,QO68DIC93032,MR,home,unpaid
JQH3889391,12/1/2019 02:25,EG09,CM15YCB60994,2,EG09,CM15YCB60994,EG,home,unpaid
FMV8753724,12/1/2019 03:02,AO17,LG64ARC91224,13,AO17,LG64ARC91224,AO,home,unpaid
NWU2289217,12/1/2019 04:55,AO05,BM25PHF40639,13,AO05,BM25PHF40639,AO,home,unpaid
FIR0060155,12/1/2019 05:28,NE14,FY47TUN40300,1,NE14,FY47TUN40300,NE,home,unpaid
OCP6514091,12/1/2019 05:57,AO05,MX39VOS38645,2.8,AO05,MX39VOS38645,AO,home,unpaid
XHE9708059,12/1/2019 06:09,NE11,RR98KQE80731,2.5,NE11,RR98KQE80731,MR,away,unpaid
CLZ6123482,12/1/2019 06:25,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
IHM2533253,12/1/2019 07:18,NE14,EV77EDV52985,1,NE14,EV77EDV52985,NE,home,unpaid
RIU8037058,12/1/2019 07:58,AO18,DP11ENT03275,3.1,AO18,DP11ENT03275,AO,home,unpaid
QCE4981246,12/1/2019 08:15,AO09,YH66OKD41942,2.8,AO09,YH66OKD41942,KO,away,unpaid
ZYJ1621645,12/1/2019 09:56,EG11,EC02LZC49528,2.8,EG11,EC02LZC49528,EG,home,unpaid
RSH8433688,12/1/2019 10:45,AO17,QH15HWX24570,2.8,AO17,QH15HWX24570,MR,away,unpaid
QPM5227076,12/1/2019 11:37,MR01,EZ65FLV39493,1.5,MR01,EZ65FLV39493,MR,home,unpaid
TNG2672810,12/1/2019 12:15,AO07,PD45WOT56494,2.8,AO07,PD45WOT56494,NE,away,unpaid
CDJ9717964,12/1/2019 12:50,NE05,NO82BAX82566,3.1,NE05,NO82BAX82566,NE,home,unpaid
LBD4902785,12/1/2019 13:13,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
SQI6683172,12/1/2019 13:15,EG08,YL27IFD65117,1.5,EG08,YL27IFD65117,AO,away,unpaid
PRS4213078,12/1/2019 15:42,EG09,CM15YCB60994,2,EG09,CM15YCB60994,EG,home,unpaid
MCG7137175,12/1/2019 15:57,OO11,WG11QVY31890,1,OO11,WG11QVY31890,OO,home,unpaid
WMA6030194,12/1/2019 16:06,OO09,VJ92OYV94295,2.5,OO09,VJ92OYV94295,OO,home,unpaid
UPB5659435,12/1/2019 16:21,OO00,RR98KQE80731,2.8,OO00,RR98KQE80731,MR,away,unpaid
CKQ9279270,12/1/2019 16:24,MR06,BI87HYL81972,1,MR06,BI87HYL81972,MR,home,unpaid
YGN1666843,12/1/2019 16:27,AO04,YL27IFD65117,2,AO04,YL27IFD65117,AO,home,unpaid
OBA4954168,12/1/2019 17:04,MR00,YX66XYW62640,1,MR00,YX66XYW62640,GF,away,unpaid
VOL1460364,12/1/2019 17:23,AO18,LG64ARC91224,13,AO18,LG64ARC91224,AO,home,unpaid
JYB4760826,12/1/2019 17:54,OO00,AY38OQF67603,3.1,OO00,AY38OQF67603,OO,home,unpaid
FFK0225004,12/1/2019 18:08,NE00,CM15YCB60994,2.5,NE00,CM15YCB60994,EG,away,unpaid
LLB0471775,12/1/2019 19:28,AO02,VL67TFO75321,2.8,AO02,VL67TFO75321,EG,away,unpaid
INI0201525,12/1/2019 21:28,KO08,RV87TIY76692,2,KO08,RV87TIY76692,KO,home,unpaid
DZR9767384,12/1/2019 21:48,OO06,VJ92OYV94295,2.5,OO06,VJ92OYV94295,OO,home,unpaid
HMK5885792,12/1/2019 22:53,OO07,JD78PQD35395,1.25,OO07,JD78PQD35395,EG,away,unpaid
MET8174555,12/1/2019 23:56,OO00,QR03XCJ37459,2.8,OO00,QR03XCJ37459,OO,home,unpaid
DHU9817798,12/1/2019 23:58,MR07,BI87HYL81972,1,MR07,BI87HYL81972,MR,home,unpaid
KUC2073600,13/1/2019 00:18,NE00,PD45WOT56494,2,NE00,PD45WOT56494,NE,home,unpaid
AQO2969238,13/1/2019 00:47,AO01,MX39VOS38645,2.8,AO01,MX39VOS38645,AO,home,unpaid
UJX9130694,13/1/2019 01:02,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
KEB2828262,13/1/2019 02:03,KO05,HW75BKT77773,2.2,KO05,HW75BKT77773,KO,home,unpaid
HBO9619096,13/1/2019 02:48,AO11,PE73VJU23485,2.8,AO11,PE73VJU23485,AO,home,unpaid
YLC3733356,13/1/2019 02:54,OO04,IC95TLY24827,2,OO04,IC95TLY24827,OO,home,unpaid
IFJ8804175,13/1/2019 02:59,AO19,YL27IFD65117,2,AO19,YL27IFD65117,AO,home,unpaid
EVZ1481466,13/1/2019 03:45,NE05,PD45WOT56494,2,NE05,PD45WOT56494,NE,home,unpaid
NOZ0212477,13/1/2019 04:04,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home,unpaid
RWS8558509,13/1/2019 04:07,EG01,VL67TFO75321,13,EG01,VL67TFO75321,EG,home,unpaid
FQK0726278,13/1/2019 04:21,OO13,WG11QVY31890,2,OO13,WG11QVY31890,OO,home,unpaid
DAN7464776,13/1/2019 05:13,EG05,CM15YCB60994,2,EG05,CM15YCB60994,EG,home,unpaid
IZL4791741,13/1/2019 06:58,KO06,FL13UMN92207,1,KO06,FL13UMN92207,KO,home,unpaid
IYW9830430,13/1/2019 07:02,EG10,CM15YCB60994,3.1,EG10,CM15YCB60994,EG,home,unpaid
ZEE7420586,13/1/2019 07:13,OO03,JF94VYA88954,2.8,OO03,JF94VYA88954,OO,home,unpaid
OKU6781687,13/1/2019 07:46,EG11,HE38BQH01623,2.5,EG11,HE38BQH01623,MR,away,unpaid
XWB1837968,13/1/2019 09:36,NE12,PD45WOT56494,2,NE12,PD45WOT56494,NE,home,unpaid
TDH6807915,13/1/2019 09:59,MR04,HE38BQH01623,2.8,MR04,HE38BQH01623,MR,home,unpaid
MBY4090004,13/1/2019 12:41,NE09,PM58XHX45588,1.5,NE09,PM58XHX45588,NE,home,unpaid
SLZ1785430,13/1/2019 13:01,MR03,QO68DIC93032,2.5,MR03,QO68DIC93032,MR,home,unpaid
KKG3489214,13/1/2019 13:34,GF00,JE65QJK64802,2.8,GF00,JE65QJK64802,GF,home,unpaid
VNY7087651,13/1/2019 14:35,OO13,RK48BOP88344,2.8,OO13,RK48BOP88344,OO,home,unpaid
JRQ7810955,13/1/2019 14:57,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home,unpaid
EBQ6119895,13/1/2019 15:11,NE05,PM58XHX45588,1.5,NE05,PM58XHX45588,NE,home,unpaid
ZTP9953374,13/1/2019 15:31,OO03,EM54HQI58682,2.2,OO03,EM54HQI58682,OO,home,unpaid
JPR3884041,13/1/2019 16:49,NE01,UP28MBM38391,1,NE01,UP28MBM38391,NE,home,unpaid
VOB6953248,13/1/2019 16:54,KO01,LG64ARC91224,1,KO01,LG64ARC91224,AO,away,unpaid
UPV7982589,13/1/2019 17:07,AO03,YH66OKD41942,2.8,AO03,YH66OKD41942,KO,away,unpaid
ZNP2412133,13/1/2019 17:13,NE14,NY14GZR94632,2.8,NE14,NY14GZR94632,NE,home,unpaid
KEF4554300,13/1/2019 18:18,AO17,MX39VOS38645,2.8,AO17,MX39VOS38645,AO,home,unpaid
FSK2830869,13/1/2019 20:07,NE08,NZ35XLQ89678,1.5,NE08,NZ35XLQ89678,NE,home,unpaid
KSN8423580,13/1/2019 20:20,KO02,ZY93PCY41868,1.5,KO02,ZY93PCY41868,KO,home,unpaid
SZQ9952433,13/1/2019 20:56,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home,unpaid
VAK2777158,13/1/2019 21:05,MR05,LG64ARC91224,3.1,MR05,LG64ARC91224,AO,away,unpaid
VKZ8047592,13/1/2019 21:14,OO02,QW79CHL42244,1.25,OO02,QW79CHL42244,KO,away,unpaid
VSL7267624,13/1/2019 22:07,NE10,QP02SYE47964,1.5,NE10,QP02SYE47964,NE,home,unpaid
RCP7292765,13/1/2019 22:30,KO04,DO24BCW15511,1.25,KO04,DO24BCW15511,KO,home,unpaid
PKE8909615,13/1/2019 22:41,AO03,OC94ASJ72024,1,AO03,OC94ASJ72024,AO,home,unpaid
JGI8536483,13/1/2019 23:23,NE00,QP02SYE47964,2.8,NE00,QP02SYE47964,NE,home,unpaid
ZRR1312086,14/1/2019 00:12,OO06,ED51EWW52190,2,OO06,ED51EWW52190,KO,away,unpaid
EWO4061255,14/1/2019 00:28,KO04,MQ65WJJ60020,1.25,KO04,MQ65WJJ60020,KO,home,unpaid
TQA1671114,14/1/2019 00:43,MR06,LG64ARC91224,3.1,MR06,LG64ARC91224,AO,away,unpaid
OXC1918661,14/1/2019 00:52,EG04,CM15YCB60994,2,EG04,CM15YCB60994,EG,home,unpaid
KAJ0881128,14/1/2019 00:58,KO06,IX01MVL33676,2.5,KO06,IX01MVL33676,KO,home,unpaid
DXQ1954426,14/1/2019 01:06,NE09,JV67MTI17124,2.5,NE09,JV67MTI17124,NE,home,unpaid
JSQ0002840,14/1/2019 02:25,KO09,NO82BAX82566,2.2,KO09,NO82BAX82566,NE,away,unpaid
TCW5029436,14/1/2019 02:44,MR08,QH15HWX24570,3.1,MR08,QH15HWX24570,MR,home,unpaid
LFN5079435,14/1/2019 04:40,OO01,LC72NRN52084,3.1,OO01,LC72NRN52084,OO,home,unpaid
HFJ7447396,14/1/2019 06:28,AO15,HT62RDI04611,2.8,AO15,HT62RDI04611,AO,home,unpaid
BKW6193730,14/1/2019 07:43,KO03,IX01MVL33676,2.5,KO03,IX01MVL33676,KO,home,unpaid
WIA6956875,14/1/2019 07:52,MR02,HA82SCK64299,1.5,MR02,HA82SCK64299,MR,home,unpaid
HNS0469154,14/1/2019 08:15,AO13,DV04FQL29609,3.1,AO13,DV04FQL29609,AO,home,unpaid
VED3299228,14/1/2019 08:34,OO05,OY94SZK34436,2.8,OO05,OY94SZK34436,NE,away,unpaid
VNK2499086,14/1/2019 13:00,MR01,EZ65FLV39493,2.8,MR01,EZ65FLV39493,MR,home,unpaid
XUI6887734,14/1/2019 13:35,KO03,ED51EWW52190,2.8,KO03,ED51EWW52190,KO,home,unpaid
AWI8486208,14/1/2019 15:15,EG00,TV81MAQ99005,2.8,EG00,TV81MAQ99005,EG,home,unpaid
UHG8512782,14/1/2019 16:23,EG10,TZ48CCW54765,3.1,EG10,TZ48CCW54765,EG,home,unpaid
BPO5239801,14/1/2019 16:33,MR07,EZ65FLV39493,2.8,MR07,EZ65FLV39493,MR,home,unpaid
OYS5560766,14/1/2019 16:36,EG10,BY85QGR11636,2.5,EG10,BY85QGR11636,GF,away,unpaid
POA5736634,14/1/2019 17:16,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home,unpaid
IJG0206368,14/1/2019 17:36,OO11,EE22TMX10817,2,OO11,EE22TMX10817,OO,home,unpaid
UEP9450113,14/1/2019 17:38,NE00,IA29IQS63679,1,NE00,IA29IQS63679,NE,home,unpaid
NVL1698992,14/1/2019 17:44,EG06,UP28MBM38391,1.5,EG06,UP28MBM38391,NE,away,unpaid
YCS0240033,14/1/2019 17:53,KO03,ED51EWW52190,2.8,KO03,ED51EWW52190,KO,home,unpaid
UZG8692859,14/1/2019 18:01,NE03,NY14GZR94632,2.8,NE03,NY14GZR94632,NE,home,unpaid
LRA5048761,14/1/2019 18:59,KO07,IX01MVL33676,2.5,KO07,IX01MVL33676,KO,home,unpaid
SIG5310360,14/1/2019 20:40,KO09,HW75BKT77773,2.2,KO09,HW75BKT77773,KO,home,unpaid
YYW1471260,14/1/2019 20:54,NE12,IA29IQS63679,1,NE12,IA29IQS63679,NE,home,unpaid
BFW7933542,14/1/2019 20:59,OO12,QX75YWC61835,2.8,OO12,QX75YWC61835,OO,home,unpaid
DRU4097429,14/1/2019 21:14,EG12,XF28DGK65250,2.5,EG12,XF28DGK65250,GF,away,unpaid
AYA4292045,14/1/2019 21:49,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
XFZ0333251,14/1/2019 22:22,AO16,PE73VJU23485,2.8,AO16,PE73VJU23485,AO,home,unpaid
TVI6486552,14/1/2019 23:26,OO00,JF94VYA88954,2.8,OO00,JF94VYA88954,OO,home,unpaid
ZVI2426361,14/1/2019 23:51,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home,unpaid
JBY8521491,15/1/2019 00:04,AO00,YL27IFD65117,2,AO00,YL27IFD65117,AO,home,unpaid
FME3084564,15/1/2019 01:04,AO18,BZ76ROL87339,1,AO18,BZ76ROL87339,AO,home,unpaid
MHW4626426,15/1/2019 01:13,NE08,XV40HUQ04740,1.5,NE08,XV40HUQ04740,OO,away,unpaid
FLJ2464156,15/1/2019 02:05,KO09,QW79CHL42244,2.8,KO09,QW79CHL42244,KO,home,unpaid
STP8725940,15/1/2019 02:36,NE13,EG95RTB75032,2.8,NE13,EG95RTB75032,NE,home,unpaid
ZGL1287505,15/1/2019 02:42,MR04,QN23UHH39091,2.8,MR04,QN23UHH39091,MR,home,unpaid
HPS5095511,15/1/2019 03:42,MR07,VL67TFO75321,2.5,MR07,VL67TFO75321,EG,away,unpaid
QBO9780459,15/1/2019 04:29,MR07,KF48RSD79865,2.8,MR07,KF48RSD79865,MR,home,unpaid
XBZ3490199,15/1/2019 04:48,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
BTK6583207,15/1/2019 06:55,KO01,FL13UMN92207,1,KO01,FL13UMN92207,KO,home,unpaid
MPG1843713,15/1/2019 06:58,KO08,YX66XYW62640,1.25,KO08,YX66XYW62640,GF,away,unpaid
CMS4663088,15/1/2019 08:22,NE15,EE22TMX10817,1.25,NE15,EE22TMX10817,OO,away,unpaid
LZN5637537,15/1/2019 08:27,EG07,PD45WOT56494,2.5,EG07,PD45WOT56494,NE,away,unpaid
OYV1930666,15/1/2019 09:03,GF00,JE65QJK64802,2.8,GF00,JE65QJK64802,GF,home,unpaid
BPW1949468,15/1/2019 09:04,MR03,QH15HWX24570,3.1,MR03,QH15HWX24570,MR,home,unpaid
AEW6809085,15/1/2019 09:14,EG11,TZ48CCW54765,3.1,EG11,TZ48CCW54765,EG,home,unpaid
NAE1017686,15/1/2019 09:17,KO08,PE73VJU23485,2.5,KO08,PE73VJU23485,AO,away,unpaid
PXS2170897,15/1/2019 09:33,AO08,BZ76ROL87339,1,AO08,BZ76ROL87339,AO,home,unpaid
QSJ7300285,15/1/2019 09:57,EG00,DW44ZOO26361,2.5,EG00,DW44ZOO26361,EG,home,unpaid
RRS3383607,15/1/2019 10:46,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
PFG9247768,15/1/2019 11:25,AO16,DP11ENT03275,3.1,AO16,DP11ENT03275,AO,home,unpaid
VDG0606090,15/1/2019 11:38,OO02,WY00MLL63827,2.2,OO02,WY00MLL63827,KO,away,unpaid
JRP8498566,15/1/2019 11:50,NE08,NY14GZR94632,2.8,NE08,NY14GZR94632,NE,home,unpaid
YOP2224554,15/1/2019 12:28,KO09,KB55KTM48860,2.5,KO09,KB55KTM48860,KO,home,unpaid
QEW8462058,15/1/2019 12:35,AO06,OY94SZK34436,2.8,AO06,OY94SZK34436,NE,away,unpaid
IXU0688753,15/1/2019 12:47,OO05,EE22TMX10817,3.1,OO05,EE22TMX10817,OO,home,unpaid
HCI4310776,15/1/2019 13:20,NE03,IA29IQS63679,1,NE03,IA29IQS63679,NE,home,unpaid
